team_1,team_2,count
DEN,LAL,1
DEN,MIA,0
DEN,MIL,2
DEN,MIN,0
DEN,BKN,0
DEN,NYK,2
DEN,ORL,2
DEN,IND,2
DEN,PHI,0
DEN,PHX,4
DEN,POR,-2
DEN,SAC,0
DEN,SAS,-3
DEN,OKC,-2
DEN,TOR,-2
DEN,UTA,0
DEN,MEM,-3
DEN,WAS,-2
DEN,DET,-2
DEN,CHA,-2
DEN,CLE,0
DEN,GSW,-1
HOU,ATL,-2
HOU,BOS,0
HOU,NOP,2
HOU,CHI,2
HOU,DAL,4
HOU,DEN,4
HOU,HOU,0
HOU,LAC,1
HOU,LAL,1
HOU,MIA,-2
HOU,MIL,0
HOU,MIN,2
HOU,BKN,2
HOU,NYK,2
HOU,ORL,2
HOU,IND,-2
HOU,PHI,2
HOU,PHX,4
HOU,POR,1
HOU,SAC,4
HOU,SAS,-2
HOU,OKC,2
HOU,TOR,0
HOU,UTA,-1
HOU,MEM,0
HOU,WAS,2
HOU,DET,0
HOU,CHA,2
HOU,CLE,0
HOU,GSW,-2
LAC,ATL,2
LAC,BOS,0
LAC,NOP,1
LAC,CHI,2
LAC,DAL,0
LAC,DEN,-2
LAC,HOU,-1
LAC,LAC,0
LAC,LAL,2
LAC,MIA,2
LAC,MIL,-2
LAC,MIN,-1
LAC,BKN,0
LAC,NYK,2
LAC,ORL,2
LAC,IND,-2
LAC,PHI,0
LAC,PHX,4
LAC,POR,3
LAC,SAC,2
LAC,SAS,2
LAC,OKC,0
LAC,TOR,0
LAC,UTA,2
LAC,MEM,2
LAC,WAS,0
LAC,DET,0
LAC,CHA,2
LAC,CLE,2
LAC,GSW,-4
LAL,ATL,2
LAL,BOS,-2
LAL,NOP,0
LAL,CHI,0
LAL,DAL,-4
LAL,DEN,-1
LAL,HOU,-1
LAL,LAC,-2
LAL,LAL,0
LAL,MIA,0
LAL,MIL,0
LAL,MIN,0
LAL,BKN,0
LAL,NYK,0
LAL,ORL,0
LAL,IND,0
LAL,PHI,0
LAL,PHX,0
LAL,POR,-4
LAL,SAC,0
LAL,SAS,-2
LAL,OKC,-1
LAL,TOR,-2
LAL,UTA,-4
LAL,MEM,1
LAL,WAS,-2
LAL,DET,-2
LAL,CHA,-2
LAL,CLE,-2
LAL,GSW,-2
MIA,ATL,0
MIA,BOS,-4
MIA,NOP,0
MIA,CHI,-1
MIA,DAL,0
MIA,DEN,0
MIA,HOU,2
MIA,LAC,-2
MIA,LAL,0
MIA,MIA,0
MIA,MIL,2
MIA,MIN,2
MIA,BKN,3
MIA,NYK,-1
MIA,ORL,-2
MIA,IND,1
MIA,PHI,0
MIA,PHX,0
MIA,POR,-2
MIA,SAC,2
MIA,SAS,-2
MIA,OKC,-2
MIA,TOR,-2
MIA,UTA,0
MIA,MEM,0
MIA,WAS,4
MIA,DET,0
MIA,CHA,0
MIA,CLE,2
MIA,GSW,0
MIL,ATL,-2
MIL,BOS,-1
MIL,NOP,0
MIL,CHI,2
MIL,DAL,-2
MIL,DEN,-2
MIL,HOU,0
MIL,LAC,2
MIL,LAL,0
MIL,MIA,-2
MIL,MIL,0
MIL,MIN,0
MIL,BKN,4
MIL,NYK,1
MIL,ORL,1
MIL,IND,2
MIL,PHI,0
MIL,PHX,2
MIL,POR,2
MIL,SAC,2
MIL,SAS,0
MIL,OKC,0
MIL,TOR,-2
MIL,UTA,-2
MIL,MEM,0
MIL,WAS,-2
MIL,DET,2
MIL,CHA,1
MIL,CLE,-2
MIL,GSW,-2
MIN,ATL,2
MIN,BOS,-2
MIN,NOP,-3
MIN,CHI,2
MIN,DAL,1
MIN,DEN,0
MIN,HOU,-2
MIN,LAC,1
MIN,LAL,0
MIN,MIA,-2
MIN,MIL,0
MIN,MIN,0
MIN,BKN,0
MIN,NYK,-2
MIN,ORL,2
MIN,IND,0
MIN,PHI,0
MIN,PHX,3
MIN,POR,-2
MIN,SAC,-2
MIN,SAS,-4
MIN,OKC,-2
MIN,TOR,0
MIN,UTA,-2
MIN,MEM,-2
MIN,WAS,0
MIN,DET,-2
MIN,CHA,0
MIN,CLE,-2
MIN,GSW,-2
BKN,ATL,0
BKN,BOS,-4
BKN,NOP,0
BKN,CHI,-2
BKN,DAL,-2
BKN,DEN,0
BKN,HOU,-2
BKN,LAC,0
BKN,LAL,0
BKN,MIA,-3
BKN,MIL,-4
BKN,MIN,0
BKN,BKN,0
BKN,NYK,0
BKN,ORL,-1
BKN,IND,-2
BKN,PHI,-2
BKN,PHX,2
BKN,POR,-2
BKN,SAC,0
BKN,SAS,-2
BKN,OKC,-2
BKN,TOR,-4
BKN,UTA,-2
BKN,MEM,0
BKN,WAS,-4
BKN,DET,1
BKN,CHA,-2
BKN,CLE,-3
BKN,GSW,-2
NYK,ATL,-2
NYK,BOS,-2
NYK,NOP,-2
NYK,CHI,3
NYK,DAL,0
NYK,DEN,-2
NYK,HOU,-2
NYK,LAC,-2
NYK,LAL,0
NYK,MIA,1
NYK,MIL,-1
NYK,MIN,2
NYK,BKN,0
NYK,NYK,0
NYK,ORL,2
NYK,IND,2
NYK,PHI,0
NYK,PHX,-2
NYK,POR,0
NYK,SAC,2
NYK,SAS,0
NYK,OKC,-2
NYK,TOR,-4
NYK,UTA,-2
NYK,MEM,0
NYK,WAS,-4
NYK,DET,0
NYK,CHA,1
NYK,CLE,-4
NYK,GSW,-2
ORL,ATL,0
ORL,BOS,-3
ORL,NOP,0
ORL,CHI,-2
ORL,DAL,0
ORL,DEN,-2
ORL,HOU,-2
ORL,LAC,-2
ORL,LAL,0
ORL,MIA,2
ORL,MIL,-1
ORL,MIN,-2
ORL,BKN,1
ORL,NYK,-2
ORL,ORL,0
ORL,IND,-4
ORL,PHI,2
ORL,PHX,0
ORL,POR,0
ORL,SAC,0
ORL,SAS,0
ORL,OKC,0
ORL,TOR,0
ORL,UTA,-2
ORL,MEM,0
ORL,WAS,0
ORL,DET,2
ORL,CHA,-4
ORL,CLE,-3
ORL,GSW,-2
IND,ATL,1
IND,BOS,-3
IND,NOP,0
IND,CHI,0
IND,DAL,0
IND,DEN,-2
IND,HOU,2
IND,LAC,2
IND,LAL,0
IND,MIA,-1
IND,MIL,-2
IND,MIN,0
IND,BKN,2
IND,NYK,-2
IND,ORL,4
IND,IND,0
IND,PHI,2
IND,PHX,0
IND,POR,0
IND,SAC,2
IND,SAS,-2
IND,OKC,2
IND,TOR,-1
IND,UTA,0
IND,MEM,0
IND,WAS,-2
IND,DET,4
IND,CHA,0
IND,CLE,-2
IND,GSW,-2
PHI,ATL,-4
PHI,BOS,-2
PHI,NOP,0
PHI,CHI,-2
PHI,DAL,0
PHI,DEN,0
PHI,HOU,-2
PHI,LAC,0
PHI,LAL,0
PHI,MIA,0
PHI,MIL,0
PHI,MIN,0
PHI,BKN,2
PHI,NYK,0
PHI,ORL,-2
PHI,IND,-2
PHI,PHI,0
PHI,PHX,0
PHI,POR,0
PHI,SAC,0
PHI,SAS,-2
PHI,OKC,-2
PHI,TOR,-2
PHI,UTA,-2
PHI,MEM,-2
PHI,WAS,1
PHI,DET,-1
PHI,CHA,1
PHI,CLE,-3
PHI,GSW,-2
PHX,ATL,0
PHX,BOS,0
PHX,NOP,-2
PHX,CHI,0
PHX,DAL,2
PHX,DEN,-4
PHX,HOU,-4
PHX,LAC,-4
PHX,LAL,0
PHX,MIA,0
PHX,MIL,-2
PHX,MIN,-3
PHX,BKN,-2
PHX,NYK,2
PHX,ORL,0
PHX,IND,0
PHX,PHI,0
PHX,PHX,0
PHX,POR,-2
PHX,SAC,-2
PHX,SAS,-1
PHX,OKC,0
PHX,TOR,2
PHX,UTA,-3
PHX,MEM,-3
PHX,WAS,-2
PHX,DET,0
PHX,CHA,0
PHX,CLE,-2
PHX,GSW,-4
POR,ATL,0
POR,BOS,0
POR,NOP,-2
POR,CHI,0
POR,DAL,0
POR,DEN,2
POR,HOU,-1
POR,LAC,-3
POR,LAL,4
POR,MIA,2
POR,MIL,-2
POR,MIN,2
POR,BKN,2
POR,NYK,0
POR,ORL,0
POR,IND,0
POR,PHI,0
POR,PHX,2
POR,POR,0
POR,SAC,1
POR,SAS,0
POR,OKC,2
POR,TOR,-2
POR,UTA,0
POR,MEM,1
POR,WAS,-2
POR,DET,-2
POR,CHA,0
POR,CLE,0
POR,GSW,-4
SAC,ATL,0
SAC,BOS,0
SAC,NOP,1
SAC,CHI,-2
SAC,DAL,1
SAC,DEN,0
SAC,HOU,-4
SAC,LAC,-2
SAC,LAL,0
SAC,MIA,-2
SAC,MIL,-2
SAC,MIN,2
SAC,BKN,0
SAC,NYK,-2
SAC,ORL,0
SAC,IND,-2
SAC,PHI,0
SAC,PHX,2
SAC,POR,-1
SAC,SAC,0
SAC,SAS,-4
SAC,OKC,-1
SAC,TOR,2
SAC,UTA,-2
SAC,MEM,0
SAC,WAS,-2
SAC,DET,2
SAC,CHA,0
SAC,CLE,0
SAC,GSW,-2
SAS,ATL,0
SAS,BOS,2
SAS,NOP,2
SAS,CHI,0
SAS,DAL,2
SAS,DEN,3
SAS,HOU,2
SAS,LAC,-2
SAS,LAL,2
SAS,MIA,2
SAS,MIL,0
SAS,MIN,4
SAS,BKN,2
SAS,NYK,0
SAS,ORL,0
SAS,IND,2
SAS,PHI,2
SAS,PHX,1
SAS,POR,0
SAS,SAC,4
SAS,SAS,0
SAS,OKC,1
SAS,TOR,2
SAS,UTA,0
SAS,MEM,0
SAS,WAS,2
SAS,DET,2
SAS,CHA,2
SAS,CLE,2
SAS,GSW,1
OKC,ATL,0
OKC,BOS,2
OKC,NOP,4
OKC,CHI,0
OKC,DAL,1
OKC,DEN,2
OKC,HOU,-2
OKC,LAC,0
OKC,LAL,1
OKC,MIA,2
OKC,MIL,0
OKC,MIN,2
OKC,BKN,2
OKC,NYK,2
OKC,ORL,0
OKC,IND,-2
OKC,PHI,2
OKC,PHX,0
OKC,POR,-2
OKC,SAC,1
OKC,SAS,-1
OKC,OKC,0
OKC,TOR,0
OKC,UTA,2
OKC,MEM,2
OKC,WAS,0
OKC,DET,0
OKC,CHA,-2
OKC,CLE,0
OKC,GSW,-4
TOR,ATL,-1
TOR,BOS,2
TOR,NOP,2
TOR,CHI,-1
TOR,DAL,2
TOR,DEN,2
TOR,HOU,0
TOR,LAC,0
TOR,LAL,2
TOR,MIA,2
TOR,MIL,2
TOR,MIN,0
TOR,BKN,4
TOR,NYK,4
TOR,ORL,0
TOR,IND,1
TOR,PHI,2
TOR,PHX,-2
TOR,POR,2
TOR,SAC,-2
TOR,SAS,-2
TOR,OKC,0
TOR,TOR,0
TOR,UTA,2
TOR,MEM,0
TOR,WAS,1
TOR,DET,2
TOR,CHA,0
TOR,CLE,-2
TOR,GSW,-2
UTA,ATL,2
UTA,BOS,-2
UTA,NOP,3
UTA,CHI,-2
UTA,DAL,2
UTA,DEN,0
UTA,HOU,1
UTA,LAC,-2
UTA,LAL,4
UTA,MIA,0
UTA,MIL,2
UTA,MIN,2
UTA,BKN,2
UTA,NYK,2
UTA,ORL,2
UTA,IND,0
UTA,PHI,2
UTA,PHX,3
UTA,POR,0
UTA,SAC,2
UTA,SAS,0
UTA,OKC,-2
UTA,TOR,-2
UTA,UTA,0
UTA,MEM,-2
UTA,WAS,2
UTA,DET,2
UTA,CHA,0
UTA,CLE,0
UTA,GSW,-1
MEM,ATL,0
MEM,BOS,-2
MEM,NOP,0
MEM,CHI,0
MEM,DAL,0
MEM,DEN,3
MEM,HOU,0
MEM,LAC,-2
MEM,LAL,-1
MEM,MIA,0
MEM,MIL,0
MEM,MIN,2
MEM,BKN,0
MEM,NYK,0
MEM,ORL,0
MEM,IND,0
MEM,PHI,2
MEM,PHX,3
MEM,POR,-1
MEM,SAC,0
MEM,SAS,0
MEM,OKC,-2
MEM,TOR,0
MEM,UTA,2
MEM,MEM,0
MEM,WAS,0
MEM,DET,0
MEM,CHA,0
MEM,CLE,0
MEM,GSW,0
WAS,ATL,2
WAS,BOS,0
WAS,NOP,2
WAS,CHI,2
WAS,DAL,-2
WAS,DEN,2
WAS,HOU,-2
WAS,LAC,0
WAS,LAL,2
WAS,MIA,-4
WAS,MIL,2
WAS,MIN,0
WAS,BKN,4
WAS,NYK,4
WAS,ORL,0
WAS,IND,2
WAS,PHI,-1
WAS,PHX,2
WAS,POR,2
WAS,SAC,2
WAS,SAS,-2
WAS,OKC,0
WAS,TOR,-1
WAS,UTA,-2
WAS,MEM,0
WAS,WAS,0
WAS,DET,1
WAS,CHA,2
WAS,CLE,-1
WAS,GSW,0
DET,ATL,1
DET,BOS,-2
DET,NOP,0
DET,CHI,0
DET,DAL,2
DET,DEN,2
DET,HOU,0
DET,LAC,0
DET,LAL,2
DET,MIA,0
DET,MIL,-2
DET,MIN,2
DET,BKN,-1
DET,NYK,0
DET,ORL,-2
DET,IND,-4
DET,PHI,1
DET,PHX,0
DET,POR,2
DET,SAC,-2
DET,SAS,-2
DET,OKC,0
DET,TOR,-2
DET,UTA,-2
DET,MEM,0
DET,WAS,-1
DET,DET,0
DET,CHA,2
DET,CLE,0
DET,GSW,-2
CHA,ATL,2
CHA,BOS,-4
CHA,NOP,-2
CHA,CHI,-1
CHA,DAL,2
CHA,DEN,2
CHA,HOU,-2
CHA,LAC,-2
CHA,LAL,2
CHA,MIA,0
CHA,MIL,-1
CHA,MIN,0
CHA,BKN,2
CHA,NYK,-1
CHA,ORL,4
CHA,IND,0
CHA,PHI,-1
CHA,PHX,0
CHA,POR,0
CHA,SAC,0
CHA,SAS,-2
CHA,OKC,2
CHA,TOR,0
CHA,UTA,0
CHA,MEM,0
CHA,WAS,-2
CHA,DET,-2
CHA,CHA,0
CHA,CLE,-4
CHA,GSW,-2
CLE,ATL,-2
CLE,BOS,2
CLE,NOP,0
CLE,CHI,-4
CLE,DAL,0
CLE,DEN,0
CLE,HOU,0
CLE,LAC,-2
CLE,LAL,2
CLE,MIA,-2
CLE,MIL,2
CLE,MIN,2
CLE,BKN,3
CLE,NYK,4
CLE,ORL,3
CLE,IND,2
CLE,PHI,3
CLE,PHX,2
CLE,POR,0
CLE,SAC,0
CLE,SAS,-2
CLE,OKC,0
CLE,TOR,2
CLE,UTA,0
CLE,MEM,0
CLE,WAS,1
CLE,DET,0
CLE,CHA,4
CLE,CLE,0
CLE,GSW,0
GSW,ATL,2
GSW,BOS,0
GSW,NOP,4
GSW,CHI,0
GSW,DAL,3
GSW,DEN,1
GSW,HOU,2
GSW,LAC,4
GSW,LAL,2
GSW,MIA,0
GSW,MIL,2
GSW,MIN,2
GSW,BKN,2
GSW,NYK,2
GSW,ORL,2
GSW,IND,2
GSW,PHI,2
GSW,PHX,4
GSW,POR,4
GSW,SAC,2
GSW,SAS,-1
GSW,OKC,4
GSW,TOR,2
GSW,UTA,1
GSW,MEM,0
GSW,WAS,0
GSW,DET,2
GSW,CHA,2
GSW,CLE,0
GSW,GSW,0
